episode,shifted_humans,shifted_avs,machine_ratio
210,54 141 278 371 452,None,0.20977596741344195
220,43 77 394 467,None,0.21792260692464357
230,212 285 446,None,0.2240325865580448
240,112 235,None,0.22810590631364563
250,36 140 252 471,None,0.23625254582484725
260,None,None,0.23625254582484725
270,52 143 267 353,None,0.24439918533604887
280,92 139 374,None,0.2505091649694501
290,274,None,0.2525458248472505
300,276,None,0.2545824847250509
310,86,None,0.25661914460285135
320,16 281 306,None,0.26272912423625255
330,284 341 474,None,0.26883910386965376
340,176 230 396,None,0.27494908350305497
350,59 74 94 339 400,None,0.285132382892057
360,None,None,0.285132382892057
370,162 364 383,None,0.29124236252545826
380,232 325 378 427,None,0.29938900203665986
390,49 442,None,0.3034623217922607
400,41 205,None,0.3075356415478615
410,78 114,None,0.31160896130346233
420,None,None,0.31160896130346233
430,80 489,None,0.31568228105906315
440,347,None,0.31771894093686354
450,34,None,0.319755600814664
460,58 64,None,0.32382892057026474
470,85 286 321 388,None,0.3319755600814664
480,18 228 320,None,0.3380855397148676
490,161 218 390,None,0.34419551934826886
500,None,None,0.34419551934826886
510,61 428 483,None,0.35030549898167007
520,389,None,0.35234215885947046
530,None,None,0.35234215885947046
540,490,None,0.3543788187372709
550,100 186 194,None,0.3604887983706721
560,None,None,0.3604887983706721
570,33,None,0.3625254582484725
580,2 25,None,0.3665987780040733
590,45 262,None,0.37067209775967414
600,411,None,0.3727087576374745
610,227,None,0.37474541751527496
620,None,None,0.37474541751527496
630,None,None,0.37474541751527496
640,338 348,None,0.3788187372708758
650,13,None,0.38085539714867617
660,None,None,0.38085539714867617
670,170 193,None,0.384928716904277
680,None,None,0.384928716904277
690,None,None,0.384928716904277
700,248,None,0.3869653767820774
710,185,None,0.3890020366598778
720,46 319 330,None,0.395112016293279
730,12 462,None,0.39918533604887985
740,425,None,0.40122199592668023
750,463,None,0.40325865580448067
760,23 282 429 438,None,0.41140529531568226
770,47 198 295,None,0.4175152749490835
780,307,None,0.4195519348268839
790,201,None,0.4215885947046843
800,None,None,0.4215885947046843
810,14 397 443,None,0.42769857433808556
820,None,None,0.42769857433808556
830,202 309 459,None,0.43380855397148677
840,None,None,0.43380855397148677
850,482,None,0.43584521384928715
860,None,None,0.43584521384928715
870,None,None,0.43584521384928715
880,151 426,None,0.439918533604888
890,260,None,0.4419551934826884
900,131 324 439,None,0.4480651731160896
910,377,None,0.45010183299389
920,None,None,0.45010183299389
930,246,None,0.45213849287169044
940,None,None,0.45213849287169044
950,None,None,0.45213849287169044
960,166,None,0.45417515274949083
970,229 416,None,0.45824847250509165
980,102 301 332 370 476,None,0.4684317718940937
990,204 219 299 372,None,0.47657841140529533
1000,None,None,0.47657841140529533
1010,None,None,0.47657841140529533
1020,None,None,0.47657841140529533
1030,None,None,0.47657841140529533
1040,103 164,None,0.48065173116089616
1050,337,None,0.48268839103869654
1060,187,None,0.4847250509164969
1070,15,None,0.48676171079429736
1080,None,None,0.48676171079429736
1090,386,None,0.48879837067209775
1100,90 477,None,0.49287169042769857
1110,414,None,0.49490835030549896
1120,379,None,0.4969450101832994
1130,0 11 291,None,0.5030549898167006
1140,129 403,None,0.5071283095723014
1150,451,None,0.5091649694501018
1160,97,None,0.5112016293279023
1170,292 424,None,0.515274949083503
1180,234,None,0.5173116089613035
1190,None,None,0.5173116089613035
