episode,shifted_humans,shifted_avs,machine_ratio
2010,213 330 353,None,0.20570264765784113
2020,296 435,None,0.20977596741344195
2030,171,None,0.21181262729124237
2040,0 145 174 233 448 480,None,0.2240325865580448
2050,121 337 406,None,0.23014256619144602
2060,61 114 152 159 170 389,None,0.24236252545824846
2070,154 344,None,0.24643584521384929
2080,82 404 477,None,0.2525458248472505
2090,120 368,None,0.25661914460285135
2100,403 408,11,0.25865580448065173
2110,80 250 323 362,None,0.2668024439918534
2120,222 237 283 300,None,0.27494908350305497
2130,127 385,None,0.2790224032586558
2140,6 239 308,None,0.285132382892057
2150,5 359 386,None,0.29124236252545826
2160,203 357 434,None,0.2973523421588595
2170,None,None,0.2973523421588595
2180,412,None,0.29938900203665986
2190,42 266 465 476,None,0.3075356415478615
2200,10 218 265 383,239,0.3136456211812627
2210,22 351 356,406,0.31771894093686354
2220,350 376,None,0.32179226069246436
2230,3 8 56 90 195 267 276 331,None,0.3380855397148676
2240,138 413,None,0.3421588594704684
2250,None,None,0.3421588594704684
2260,4 332 373,None,0.34826883910386963
2270,73 290 324 407,None,0.3564154786150713
2280,99 338,171,0.35845213849287166
2290,158,None,0.3604887983706721
2300,190 226 439,None,0.3665987780040733
2310,132 311 335 396 430,None,0.37678207739307534
2320,257 397 446,None,0.38289205702647655
2330,69 210,None,0.3869653767820774
2340,27 58,None,0.3910386965376782
2350,303 415,None,0.395112016293279
2360,410 431 464,None,0.40122199592668023
2370,172 273,None,0.40529531568228105
2380,33 189 193 393,None,0.4134419551934827
2390,185 420 478 482,None,0.4215885947046843
2400,51 179 352 419 475,448,0.42973523421588594
2410,83 101 191 241 432,344 332,0.43584521384928715
2420,314 481,None,0.439918533604888
2430,92,None,0.4419551934826884
2440,40 285 297 448,251 311,0.4460285132382892
2450,12 354 450,None,0.45213849287169044
2460,25 196 325,None,0.45824847250509165
2470,459,114,0.45824847250509165
2480,142 269 395,None,0.46435845213849286
2490,447,None,0.4663951120162933
2500,54 177 199 216 457 487,None,0.4786150712830957
2510,7 98 343,None,0.4847250509164969
2520,34 143,3,0.48676171079429736
2530,None,None,0.48676171079429736
2540,442,None,0.48879837067209775
2550,36 258 278,None,0.49490835030549896
2560,135,241 447,0.49287169042769857
2570,113 126,None,0.4969450101832994
2580,None,None,0.4969450101832994
2590,17 105 106 214 400,None,0.5071283095723014
2600,None,None,0.5071283095723014
2610,369 388,None,0.5112016293279023
2620,377 468,None,0.515274949083503
2630,91 166 176 367 490,None,0.5254582484725051
2640,148 298 451 11,None,0.5336048879837068
2650,340,341,0.5336048879837068
2660,62 387,None,0.5376782077393075
2670,280 304 372,None,0.5437881873727087
2680,None,None,0.5437881873727087
2690,26 96 422,71,0.5478615071283096
2700,87 89 109 111 320 394,None,0.560081466395112
2710,381,266 269,0.5580448065173116
2720,55 217 371,None,0.5641547861507128
2730,254 332,None,0.5682281059063137
2740,271,450 109,0.5661914460285132
2750,None,None,0.5661914460285132
2760,2 224 307 390 266,None,0.5763747454175153
2770,318,296 343,0.5743380855397149
2780,221 384 438,None,0.5804480651731161
2790,243 336 447,None,0.5865580448065173
2800,263,None,0.5885947046843177
2810,436,4 17,0.5865580448065173
2820,97 238 333,212,0.5906313645621182
2830,35,None,0.5926680244399185
2840,262,None,0.594704684317719
2850,321 17,None,0.5987780040733197
2860,84,None,0.6008146639511202
2870,341,358 283,0.5987780040733197
2880,456,None,0.6008146639511202
2890,None,27 354,0.5967413441955194
2900,279,179,0.5967413441955194
2910,None,482,0.594704684317719
2920,79 157 204,None,0.6008146639511202
2930,116 248,300,0.6028513238289206
2940,None,None,0.6028513238289206
2950,130 133,None,0.6069246435845214
2960,21 165 241,340,0.6109979633401222
2970,20 291,188 271,0.6109979633401222
2980,123 405 354,None,0.6171079429735234
2990,427 452 458 239,None,0.6252545824847251
3000,411 474,None,0.6293279022403259
3010,292 392 251,None,0.6354378818737271
3020,220,None,0.6374745417515275
3030,64 102 245,258,0.6415478615071283
3040,None,None,0.6415478615071283
3050,361,None,0.6435845213849287
3060,117,None,0.6456211812627292
3070,160 223 334,None,0.6517311608961304
3080,57,471 473,0.6496945010183299
3090,86 288 293 461 472 340,None,0.6619144602851323
3100,124 255,422,0.6639511201629328
3110,None,439,0.6619144602851323
3120,47 48 229,None,0.6680244399185336
3130,None,355 20,0.6639511201629328
3140,169,None,0.6659877800407332
3150,16 75 295 313,None,0.6741344195519349
3160,None,None,0.6741344195519349
3170,151 261,None,0.6782077393075356
3180,None,None,0.6782077393075356
3190,150 186,None,0.6822810590631364
3200,23,480,0.6822810590631364
3210,None,None,0.6822810590631364
3220,198 282,357,0.6843177189409368
3230,70,None,0.6863543788187373
3240,None,None,0.6863543788187373
3250,52 274,None,0.6904276985743381
3260,259,None,0.6924643584521385
3270,65 316,None,0.6965376782077393
3280,449 283 20,None,0.7026476578411406
3290,236 365 421,None,0.7087576374745418
3300,246 366 423,392,0.7128309572301426
3310,249,None,0.714867617107943
3320,38 115 398,None,0.7209775967413442
3330,49 358,None,0.725050916496945
3340,None,256,0.7230142566191446
3350,None,None,0.7230142566191446
3360,187 310 300,None,0.7291242362525459
3370,164 228,None,0.7331975560081466
3380,125 343,None,0.7372708757637475
3390,414,55,0.7372708757637475
3400,None,None,0.7372708757637475
3410,None,None,0.7372708757637475
3420,406 114,None,0.7413441955193483
3430,184 391 418 179,None,0.7494908350305499
3440,171,None,0.7515274949083504
3450,107 207 277,317,0.7556008146639511
3460,None,None,0.7556008146639511
3470,488,284,0.7556008146639511
3480,None,490,0.7535641547861507
3490,269,56 427,0.7515274949083504
3500,299,368 292,0.7494908350305499
3510,None,None,0.7494908350305499
3520,67 192 347,None,0.7556008146639511
3530,76,303,0.7556008146639511
3540,30 88 355,166,0.7596741344195519
3550,437 71,None,0.7637474541751528
3560,None,None,0.7637474541751528
3570,281 109 490,None,0.769857433808554
3580,37,133,0.769857433808554
3590,None,None,0.769857433808554
3600,None,None,0.769857433808554
3610,326,262,0.769857433808554
3620,275,None,0.7718940936863544
3630,156 264 296 55,None,0.780040733197556
3640,None,None,0.780040733197556
3650,163,333,0.780040733197556
3660,59 81 479,None,0.7861507128309573
3670,53 309 482,472,0.790224032586558
3680,486 317,75,0.7922606924643585
3690,None,None,0.7922606924643585
