episode,shifted_humans,shifted_avs,machine_ratio
1010,11 58 159,None,0.20570264765784113
1020,95 227 246,None,0.21181262729124237
1030,None,None,0.21181262729124237
1040,63 82 165 304,None,0.219959266802444
1050,359 386,None,0.2240325865580448
1060,279 284 362,None,0.23014256619144602
1070,240 243,None,0.23421588594704684
1080,238,None,0.23625254582484725
1090,354,None,0.23828920570264767
1100,345,None,0.24032586558044808
1110,4 200 230,None,0.24643584521384929
1120,19 47 208,None,0.2525458248472505
1130,None,None,0.2525458248472505
1140,None,None,0.2525458248472505
1150,156,None,0.2545824847250509
1160,475,None,0.25661914460285135
1170,73,None,0.25865580448065173
1180,None,None,0.25865580448065173
1190,143 183,None,0.26272912423625255
1200,None,None,0.26272912423625255
1210,105 388,None,0.2668024439918534
1220,289 331,None,0.2708757637474542
1230,78 344 415,None,0.2769857433808554
1240,67 336 348,None,0.2830957230142566
1250,465,None,0.285132382892057
1260,77 125,None,0.2892057026476578
1270,383,None,0.29124236252545826
1280,53 90,None,0.2953156822810591
1290,None,None,0.2953156822810591
1300,36 270 468,None,0.3014256619144603
1310,83 426 476,None,0.3075356415478615
1320,176 318,None,0.31160896130346233
1330,None,None,0.31160896130346233
1340,190 280 281,None,0.31771894093686354
1350,None,None,0.31771894093686354
1360,309,None,0.319755600814664
1370,204 385,None,0.32382892057026474
1380,292,None,0.3258655804480652
1390,14 330,None,0.329938900203666
1400,186 258 265,None,0.3360488798370672
1410,231,None,0.3380855397148676
1420,261 471,None,0.3421588594704684
1430,129 396 412 485,None,0.35030549898167007
1440,114,None,0.35234215885947046
1450,None,None,0.35234215885947046
1460,483,None,0.3543788187372709
1470,162,None,0.3564154786150713
1480,174,None,0.35845213849287166
1490,1 219 379 382,None,0.3665987780040733
1500,151 286 458,None,0.3727087576374745
1510,343,None,0.37474541751527496
1520,406,None,0.37678207739307534
1530,None,None,0.37678207739307534
1540,None,None,0.37678207739307534
1550,33,None,0.3788187372708758
1560,283 373 399,None,0.384928716904277
1570,None,None,0.384928716904277
1580,112 158,None,0.3890020366598778
1590,22 293,None,0.39307535641547864
1600,195 272 464,None,0.39918533604887985
1610,130 467,None,0.40325865580448067
1620,None,None,0.40325865580448067
1630,41 350 411,None,0.4093686354378819
1640,215 217 487,None,0.4154786150712831
1650,192 201,None,0.4195519348268839
1660,None,None,0.4195519348268839
1670,442,None,0.4215885947046843
1680,181,None,0.42362525458248473
1690,None,None,0.42362525458248473
1700,93 226 325,None,0.42973523421588594
1710,10 302,None,0.43380855397148677
1720,92 410 447,None,0.439918533604888
1730,274 306,None,0.4439918533604888
1740,None,None,0.4439918533604888
1750,69,None,0.4460285132382892
1760,211,None,0.4480651731160896
1770,27 335,None,0.45213849287169044
1780,None,None,0.45213849287169044
1790,None,None,0.45213849287169044
1800,153,None,0.45417515274949083
1810,134 409,None,0.45824847250509165
1820,141 177,None,0.4623217922606925
1830,None,None,0.4623217922606925
1840,123 395,None,0.4663951120162933
1850,None,None,0.4663951120162933
1860,228,None,0.4684317718940937
1870,329,None,0.47046843177189407
1880,179,None,0.4725050916496945
1890,None,None,0.4725050916496945
1900,85,None,0.4745417515274949
1910,28 193,None,0.4786150712830957
1920,234 299 451,None,0.4847250509164969
1930,None,None,0.4847250509164969
1940,None,None,0.4847250509164969
1950,161 347 357,None,0.4908350305498982
1960,337,None,0.49287169042769857
1970,205,None,0.49490835030549896
1980,109 251,None,0.4989816700610998
1990,21 136 244,None,0.505091649694501
