episode,shifted_humans,shifted_avs,machine_ratio
2010,52,46,0.19959266802443992
2020,77 319 427,None,0.20570264765784113
2030,167 190,None,0.20977596741344195
2040,279 288 325 481,None,0.21792260692464357
2050,138 308 354 393,481,0.2240325865580448
2060,266 350 389 440,None,0.23217922606924643
2070,420,None,0.23421588594704684
2080,76 183 234 313,None,0.24236252545824846
2090,69 156 310 395 476,None,0.2525458248472505
2100,169 199 263 323 464,None,0.26272912423625255
2110,None,None,0.26272912423625255
2120,126,None,0.26476578411405294
2130,26 61 107 438,None,0.2729124236252546
2140,131 407 408,None,0.2790224032586558
2150,87 154 160 292 365 414 419 479,None,0.2953156822810591
2160,81 91 210 361 376 481,None,0.3075356415478615
2170,305 381 398 465 489,None,0.31771894093686354
2180,149 216 383,144,0.32179226069246436
2190,35 181 221 344,81,0.32790224032586557
2200,222 400 472,None,0.3340122199592668
2210,164 223 333,None,0.34012219959266804
2220,116 151 184 254 342,None,0.35030549898167007
2230,None,None,0.35030549898167007
2240,301,None,0.35234215885947046
2250,34 242 250 399 490,None,0.3625254582484725
2260,None,None,0.3625254582484725
2270,186,None,0.3645621181262729
2280,42 366,302,0.3665987780040733
2290,171 246,None,0.37067209775967414
2300,43 368,None,0.37474541751527496
2310,109 286 448 475,None,0.38289205702647655
2320,2 55 125 217 262 410 431,45,0.395112016293279
2330,None,None,0.395112016293279
2340,27 267,None,0.39918533604887985
2350,178 273 404,104,0.40325865580448067
2360,4 50 86 123,None,0.41140529531568226
2370,245 367,None,0.4154786150712831
2380,64 261 359 418,368,0.4215885947046843
2390,33 110 330 450 468,None,0.4317718940936864
2400,176 452,None,0.43584521384928715
2410,456,None,0.4378818737270876
2420,291 336 396,None,0.4439918533604888
2430,None,None,0.4439918533604888
2440,21 30 124 133 314 480,None,0.45621181262729127
2450,36 59 214 458,None,0.46435845213849286
2460,229 238,None,0.4684317718940937
2470,257 337 457,267,0.4725050916496945
2480,237,None,0.4745417515274949
2490,219 423,149,0.47657841140529533
2500,445,266,0.47657841140529533
2510,111 332,None,0.48065173116089616
2520,48 248 309 338 477,None,0.4908350305498982
2530,239 439 469,None,0.4969450101832994
2540,203 277,None,0.5010183299389002
2550,6 294 303,None,0.5071283095723014
2560,113 345,None,0.5112016293279023
2570,99 218 281 302,None,0.5193482688391039
2580,29 324 405,None,0.5254582484725051
2590,54 224 368,None,0.5315682281059063
2600,20 307,None,0.5356415478615071
2610,None,None,0.5356415478615071
2620,89 311,None,0.539714867617108
2630,17 449,None,0.5437881873727087
2640,83 191,200,0.5458248472505092
2650,177 274,None,0.5498981670061099
2660,163 283 421,None,0.5560081466395111
2670,233,None,0.5580448065173116
2680,117 193,68,0.560081466395112
2690,401,None,0.5621181262729125
2700,259,None,0.5641547861507128
2710,75 172 228,214,0.5682281059063137
2720,372,None,0.570264765784114
2730,None,None,0.570264765784114
2740,None,None,0.570264765784114
2750,106 132 300,None,0.5763747454175153
2760,461,None,0.5784114052953157
2770,92 258 369,None,0.5845213849287169
2780,120 265 352,349,0.5885947046843177
2790,189 315 409,None,0.594704684317719
2800,None,28,0.5926680244399185
2810,None,None,0.5926680244399185
2820,53 70 349,254,0.5967413441955194
2830,None,418,0.594704684317719
2840,98 220 384,None,0.6008146639511202
2850,39 379,None,0.604887983706721
2860,148 28,395 248,0.604887983706721
2870,290 373 104,None,0.6109979633401222
2880,None,None,0.6109979633401222
2890,322 447,None,0.615071283095723
2900,None,None,0.615071283095723
2910,139 241 339 462,None,0.6232179226069247
2920,194 486,None,0.6272912423625254
2930,88 195 353,None,0.6334012219959266
2940,None,490 53,0.6293279022403259
2950,None,373,0.6272912423625254
2960,22 40 252,195,0.6313645621181263
2970,298,None,0.6334012219959266
2980,38 347 459,None,0.639511201629328
2990,328,407 252,0.6374745417515275
3000,304,None,0.639511201629328
3010,82 418,None,0.6435845213849287
3020,None,None,0.6435845213849287
3030,416,None,0.6456211812627292
3040,490,None,0.6476578411405295
3050,360 392 411,None,0.6537678207739308
3060,79 306,None,0.6578411405295316
3070,96,352,0.6578411405295316
3080,None,None,0.6578411405295316
3090,None,None,0.6578411405295316
3100,97 211,None,0.6619144602851323
3110,3 395,None,0.6659877800407332
3120,213 388 455,164,0.670061099796334
3130,285 144,393,0.6720977596741344
3140,101,None,0.6741344195519349
3150,280 434,None,0.6782077393075356
3160,413,None,0.6802443991853361
3170,236 331 352,339,0.6843177189409368
3180,None,None,0.6843177189409368
3190,95 371 403 487,483,0.6904276985743381
3200,None,None,0.6904276985743381
3210,68,None,0.6924643584521385
3220,None,None,0.6924643584521385
3230,None,None,0.6924643584521385
3240,None,None,0.6924643584521385
3250,None,None,0.6924643584521385
3260,327 343,None,0.6965376782077393
3270,None,None,0.6965376782077393
3280,None,96,0.6945010183299389
3290,12 135 159,None,0.7006109979633401
3300,166 432 474 478,None,0.7087576374745418
3310,56,219,0.7087576374745418
3320,136,452,0.7087576374745418
3330,51 482 164,82,0.7128309572301426
3340,122,None,0.714867617107943
