travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
7.266666666666667,149,AV,1,104,78,954,-7.266666666666667,"0,0,0,0"
4.183333333333334,122,AV,0,78,63,1721,-4.183333333333334,"0,0,0,0"
2.2666666666666666,129,AV,0,94,9,145,-2.2666666666666666,"0,0,0,0"
0.9166666666666666,221,AV,0,144,18,443,-0.9166666666666666,"0,0,0,0"
4.1,137,AV,3,99,18,394,-4.1,"0,0,0,0"
3.8,40,AV,2,37,27,1318,-3.8,"0,0,0,0"
2.65,14,AV,1,14,5,1526,-2.65,"0,0,0,0"
2.95,134,AV,1,96,68,586,-2.95,"0,0,0,0"
4.333333333333333,21,AV,1,21,15,1026,-4.333333333333333,"0,0,0,0"
0.7833333333333333,50,AV,0,13,32,731,-0.7833333333333333,"0,0,0,0"
5.066666666666666,18,AV,2,18,16,257,-5.066666666666666,"0,0,0,0"
5.283333333333333,162,AV,1,111,48,1358,-5.283333333333333,"0,0,0,0"
5.933333333333334,19,AV,2,19,17,476,-5.933333333333334,"0,0,0,0"
3.9166666666666665,184,AV,3,125,52,980,-3.9166666666666665,"0,0,0,0"
3.3,66,AV,3,53,12,1737,-3.3,"0,0,0,0"
3.0166666666666666,110,AV,2,87,34,487,-3.0166666666666666,"0,0,0,0"
6.3,34,AV,1,33,5,1615,-6.3,"0,0,0,0"
4.25,159,AV,1,110,80,769,-4.25,"0,0,0,0"
5.466666666666667,71,AV,0,58,42,1258,-5.466666666666667,"0,0,0,0"
1.2,165,AV,2,114,83,986,-1.2,"0,0,0,0"
3.033333333333333,170,AV,2,100,85,162,-3.033333333333333,"0,0,0,0"
3.5,10,AV,1,10,10,360,-3.5,"0,0,0,0"
3.4166666666666665,178,AV,0,91,7,1331,-3.4166666666666665,"0,0,0,0"
4.35,25,AV,0,14,18,1571,-4.35,"0,0,0,0"
2.2333333333333334,119,AV,2,1,62,798,-2.2333333333333334,"0,0,0,0"
4.8,192,AV,3,84,3,1383,-4.8,"0,0,0,0"
5.283333333333333,171,AV,3,117,44,763,-5.283333333333333,"0,0,0,0"
1.1333333333333333,164,AV,0,113,77,326,-1.1333333333333333,"0,0,0,0"
3.85,151,AV,1,106,3,1054,-3.85,"0,0,0,0"
3.95,91,AV,3,73,49,1440,-3.95,"0,0,0,0"
3.816666666666667,77,AV,2,62,5,175,-3.816666666666667,"0,0,0,0"
4.566666666666666,61,AV,0,36,34,1461,-4.566666666666666,"0,0,0,0"
3.6166666666666667,202,AV,1,100,44,1192,-3.6166666666666667,"0,0,0,0"
0.95,215,AV,0,141,18,462,-0.95,"0,0,0,0"
2.933333333333333,94,AV,0,27,18,1027,-2.933333333333333,"0,0,0,0"
3.683333333333333,73,AV,2,49,5,1391,-3.683333333333333,"0,0,0,0"
5.383333333333334,81,AV,2,66,45,486,-5.383333333333334,"0,0,0,0"
3.7333333333333334,120,AV,1,48,12,688,-3.7333333333333334,"0,0,0,0"
3.35,41,AV,3,18,2,466,-3.35,"0,0,0,0"
2.75,208,AV,3,135,18,178,-2.75,"0,0,0,0"
6.533333333333333,201,AV,2,133,77,1353,-6.533333333333333,"0,0,0,0"
1.5666666666666667,93,AV,1,41,51,1790,-1.5666666666666667,"0,0,0,0"
4.133333333333334,143,AV,3,101,75,63,-4.133333333333334,"0,0,0,0"
3.15,99,AV,0,7,34,395,-3.15,"0,0,0,0"
5.35,23,AV,2,23,5,1235,-5.35,"0,0,0,0"
2.7333333333333334,2,AV,2,2,2,1548,-2.7333333333333334,"0,0,0,0"
2.8,147,AV,3,103,5,772,-2.8,"0,0,0,0"
4.866666666666666,203,AV,0,134,15,1440,-4.866666666666666,"0,0,0,0"
6.516666666666667,185,AV,0,35,15,1749,-6.516666666666667,"0,0,0,0"
2.8833333333333333,33,AV,0,32,25,1187,-2.8833333333333333,"0,0,0,0"
3.0,26,AV,2,25,21,958,-3.0,"0,0,0,0"
2.966666666666667,179,AV,2,122,87,1060,-2.966666666666667,"0,0,0,0"
4.883333333333334,70,AV,0,57,41,598,-4.883333333333334,"0,0,0,0"
2.35,169,AV,0,116,15,399,-2.35,"0,0,0,0"
2.8333333333333335,88,AV,0,71,12,593,-2.8333333333333335,"0,0,0,0"
1.0833333333333333,46,AV,0,40,18,234,-1.0833333333333333,"0,0,0,0"
3.4,117,AV,2,90,61,143,-3.4,"0,0,0,0"
6.133333333333334,24,AV,1,24,20,1283,-6.133333333333334,"0,0,0,0"
4.583333333333333,85,AV,2,68,46,1436,-4.583333333333333,"0,0,0,0"
2.3833333333333333,128,AV,2,25,29,1444,-2.3833333333333333,"0,0,0,0"
4.5,101,AV,0,80,53,76,-4.5,"0,0,0,0"
3.4833333333333334,56,AV,0,47,12,208,-3.4833333333333334,"0,0,0,0"
1.7333333333333334,156,AV,3,108,63,162,-1.7333333333333334,"0,0,0,0"
1.6166666666666667,196,AV,2,130,18,1054,-1.6166666666666667,"0,0,0,0"
8.666666666666666,108,AV,0,35,20,1129,-8.666666666666666,"0,0,0,0"
2.6,220,AV,2,117,15,292,-2.6,"0,0,0,0"
2.783333333333333,0,Human,2,0,0,70,-2.783333333333333,"-1.6673987268053367,-2.3067707486162212,-2.2908563828699227,-1.6394413503918488"
1.5333333333333334,1,Human,1,1,1,569,-1.5333333333333334,"-0.7228132082206533,-1.0663178100613897,-0.9441684537313846,-1.4387395787688726"
1.6166666666666667,3,Human,0,3,3,850,-1.6166666666666667,"-1.493147775522016,-2.4360866736903546,-2.5456480504368773,-1.6726185890569332"
2.783333333333333,4,Human,0,4,4,1175,-2.783333333333333,"-2.021755883807807,-2.3558425138233843,-2.442214662682928,-2.811052597856998"
2.2333333333333334,5,Human,3,5,5,154,-2.2333333333333334,"-1.299864235975168,-1.409064525450209,-1.4046050356787785,-1.516914328582405"
7.916666666666667,6,Human,3,6,6,637,-7.916666666666667,"-5.372334750228386,-5.16098165227214,-5.283686728427872,-5.388397049244464"
5.2,7,Human,0,7,7,1679,-5.2,"-4.498175755306932,-3.782248983106561,-4.5642600913655595,-4.26221289552538"
4.7,8,Human,0,8,8,271,-4.7,"-4.341297294253051,-3.812508257442645,-3.634754192533745,-4.1665854641928775"
3.783333333333333,9,Human,1,9,9,131,-3.783333333333333,"-3.000978797274305,-3.1612000164900502,-4.10445210458284,-2.735917119721184"
3.45,11,Human,3,11,11,1541,-3.45,"-2.3570847907508328,-3.170978837578197,-2.9989172236022568,-2.576382813499501"
3.7,12,Human,0,12,12,1197,-3.7,"-2.992908872116162,-3.450227999139181,-6.477291190054137,-4.14604687490547"
3.1666666666666665,13,Human,3,13,13,1317,-3.1666666666666665,"-2.533985953560114,-2.035043088509702,-2.598867786135333,-2.4708643417050045"
2.533333333333333,15,Human,3,15,5,852,-2.533333333333333,"-1.7713472095821774,-1.8925720801207455,-2.0604794390038235,-1.9750601925435403"
3.6666666666666665,16,Human,0,16,14,595,-3.6666666666666665,"-3.197745600460487,-2.999750009723112,-2.76015749712412,-2.7382349311214766"
4.3,17,Human,1,17,15,1745,-4.3,"-2.740261068159446,-3.3642323959101277,-2.8921698412986503,-2.8464980438827805"
2.6333333333333333,20,Human,2,20,18,810,-2.6333333333333333,"-1.9410562625050023,-2.3978954090988913,-2.052243297318928,-2.1070003321703052"
5.4,22,Human,3,22,19,1539,-5.4,"-5.2400985484820275,-5.091868617857511,-5.11042154802886,-5.023199576158758"
1.5,27,Human,3,26,2,853,-1.5,"-1.1514954846675893,-1.1331960285914222,-1.4181746299671778,-1.2016279792838662"
2.933333333333333,28,Human,2,27,22,1518,-2.933333333333333,"-2.276196200582465,-2.288212237522799,-2.432386804478451,-2.483857531493519"
2.3,29,Human,0,28,23,1411,-2.3,"-1.4527717782577394,-1.3121365740340776,-2.0897437964962804,-1.8971322294216464"
2.433333333333333,30,Human,3,29,24,15,-2.433333333333333,"-2.2073783471631994,-1.9887685032256244,-2.1518360403916783,-2.243618930814947"
