travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
6.833333333333333,149,AV,3,104,78,954,-6.833333333333333,"0,0,0,0"
4.466666666666667,122,AV,3,78,63,1721,-4.466666666666667,"0,0,0,0"
2.55,129,AV,0,94,9,145,-2.55,"0,0,0,0"
1.9,221,AV,2,144,18,443,-1.9,"0,0,0,0"
4.716666666666667,137,AV,3,99,18,394,-4.716666666666667,"0,0,0,0"
3.2666666666666666,40,AV,1,37,27,1318,-3.2666666666666666,"0,0,0,0"
2.6,14,AV,1,14,5,1526,-2.6,"0,0,0,0"
2.9,134,AV,1,96,68,586,-2.9,"0,0,0,0"
7.566666666666666,21,AV,3,21,15,1026,-7.566666666666666,"0,0,0,0"
1.0166666666666666,50,AV,0,13,32,731,-1.0166666666666666,"0,0,0,0"
6.016666666666667,18,AV,3,18,16,257,-6.016666666666667,"0,0,0,0"
5.183333333333334,162,AV,3,111,48,1358,-5.183333333333334,"0,0,0,0"
5.066666666666666,19,AV,3,19,17,476,-5.066666666666666,"0,0,0,0"
3.9166666666666665,184,AV,3,125,52,980,-3.9166666666666665,"0,0,0,0"
3.55,66,AV,1,53,12,1737,-3.55,"0,0,0,0"
2.8833333333333333,110,AV,1,87,34,487,-2.8833333333333333,"0,0,0,0"
5.816666666666666,34,AV,3,33,5,1615,-5.816666666666666,"0,0,0,0"
4.066666666666666,159,AV,0,110,80,769,-4.066666666666666,"0,0,0,0"
5.166666666666667,71,AV,3,58,42,1258,-5.166666666666667,"0,0,0,0"
2.1666666666666665,165,AV,1,114,83,986,-2.1666666666666665,"0,0,0,0"
2.7333333333333334,170,AV,0,100,85,162,-2.7333333333333334,"0,0,0,0"
3.2,10,AV,3,10,10,360,-3.2,"0,0,0,0"
3.716666666666667,178,AV,3,91,7,1331,-3.716666666666667,"0,0,0,0"
4.533333333333333,25,AV,3,14,18,1571,-4.533333333333333,"0,0,0,0"
2.3333333333333335,119,AV,2,1,62,798,-2.3333333333333335,"0,0,0,0"
4.533333333333333,192,AV,0,84,3,1383,-4.533333333333333,"0,0,0,0"
3.966666666666667,171,AV,0,117,44,763,-3.966666666666667,"0,0,0,0"
1.2166666666666666,164,AV,1,113,77,326,-1.2166666666666666,"0,0,0,0"
3.316666666666667,151,AV,3,106,3,1054,-3.316666666666667,"0,0,0,0"
3.783333333333333,91,AV,2,73,49,1440,-3.783333333333333,"0,0,0,0"
3.5833333333333335,77,AV,3,62,5,175,-3.5833333333333335,"0,0,0,0"
4.566666666666666,61,AV,2,36,34,1461,-4.566666666666666,"0,0,0,0"
3.55,202,AV,0,100,44,1192,-3.55,"0,0,0,0"
1.25,215,AV,0,141,18,462,-1.25,"0,0,0,0"
2.5833333333333335,94,AV,1,27,18,1027,-2.5833333333333335,"0,0,0,0"
3.8333333333333335,73,AV,1,49,5,1391,-3.8333333333333335,"0,0,0,0"
5.116666666666666,81,AV,3,66,45,486,-5.116666666666666,"0,0,0,0"
5.033333333333333,120,AV,3,48,12,688,-5.033333333333333,"0,0,0,0"
3.033333333333333,41,AV,3,18,2,466,-3.033333333333333,"0,0,0,0"
2.5,208,AV,2,135,18,178,-2.5,"0,0,0,0"
5.8,201,AV,0,133,77,1353,-5.8,"0,0,0,0"
1.7333333333333334,93,AV,3,41,51,1790,-1.7333333333333334,"0,0,0,0"
2.8333333333333335,143,AV,0,101,75,63,-2.8333333333333335,"0,0,0,0"
2.9166666666666665,99,AV,0,7,34,395,-2.9166666666666665,"0,0,0,0"
7.8,23,AV,2,23,5,1235,-7.8,"0,0,0,0"
4.3,2,AV,3,2,2,1548,-4.3,"0,0,0,0"
2.55,147,AV,1,103,5,772,-2.55,"0,0,0,0"
6.6,203,AV,3,134,15,1440,-6.6,"0,0,0,0"
5.983333333333333,185,AV,3,35,15,1749,-5.983333333333333,"0,0,0,0"
2.35,33,AV,0,32,25,1187,-2.35,"0,0,0,0"
