travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
7.316666666666666,149,AV,0,104,78,954,-7.316666666666666,"0,0,0,0"
4.133333333333334,122,AV,0,78,63,1721,-4.133333333333334,"0,0,0,0"
3.066666666666667,129,AV,2,94,9,145,-3.066666666666667,"0,0,0,0"
2.0,221,AV,2,144,18,443,-2.0,"0,0,0,0"
3.433333333333333,137,AV,0,99,18,394,-3.433333333333333,"0,0,0,0"
3.4,40,AV,3,37,27,1318,-3.4,"0,0,0,0"
2.6666666666666665,14,AV,0,14,5,1526,-2.6666666666666665,"0,0,0,0"
2.283333333333333,134,AV,0,96,68,586,-2.283333333333333,"0,0,0,0"
6.8,21,AV,3,21,15,1026,-6.8,"0,0,0,0"
1.25,50,AV,1,13,32,731,-1.25,"0,0,0,0"
5.183333333333334,18,AV,2,18,16,257,-5.183333333333334,"0,0,0,0"
5.2,162,AV,0,111,48,1358,-5.2,"0,0,0,0"
7.283333333333333,19,AV,0,19,17,476,-7.283333333333333,"0,0,0,0"
3.966666666666667,184,AV,2,125,52,980,-3.966666666666667,"0,0,0,0"
3.1333333333333333,66,AV,0,53,12,1737,-3.1333333333333333,"0,0,0,0"
3.05,110,AV,3,87,34,487,-3.05,"0,0,0,0"
7.066666666666666,34,AV,0,33,5,1615,-7.066666666666666,"0,0,0,0"
3.6333333333333333,159,AV,1,110,80,769,-3.6333333333333333,"0,0,0,0"
4.4,71,AV,1,58,42,1258,-4.4,"0,0,0,0"
2.316666666666667,165,AV,1,114,83,986,-2.316666666666667,"0,0,0,0"
3.05,170,AV,3,100,85,162,-3.05,"0,0,0,0"
3.216666666666667,10,AV,1,10,10,360,-3.216666666666667,"0,0,0,0"
3.85,178,AV,0,91,7,1331,-3.85,"0,0,0,0"
4.5,25,AV,0,14,18,1571,-4.5,"0,0,0,0"
2.35,119,AV,2,1,62,798,-2.35,"0,0,0,0"
4.616666666666666,192,AV,2,84,3,1383,-4.616666666666666,"0,0,0,0"
3.85,171,AV,0,117,44,763,-3.85,"0,0,0,0"
1.3666666666666667,164,AV,2,113,77,326,-1.3666666666666667,"0,0,0,0"
4.383333333333334,151,AV,1,106,3,1054,-4.383333333333334,"0,0,0,0"
3.4,91,AV,3,73,49,1440,-3.4,"0,0,0,0"
3.316666666666667,77,AV,1,62,5,175,-3.316666666666667,"0,0,0,0"
4.35,61,AV,0,36,34,1461,-4.35,"0,0,0,0"
3.15,202,AV,3,100,44,1192,-3.15,"0,0,0,0"
1.15,215,AV,0,141,18,462,-1.15,"0,0,0,0"
3.3666666666666667,94,AV,3,27,18,1027,-3.3666666666666667,"0,0,0,0"
3.65,73,AV,2,49,5,1391,-3.65,"0,0,0,0"
6.383333333333334,81,AV,3,66,45,486,-6.383333333333334,"0,0,0,0"
4.816666666666666,120,AV,3,48,12,688,-4.816666666666666,"0,0,0,0"
3.8833333333333333,41,AV,2,18,2,466,-3.8833333333333333,"0,0,0,0"
2.7666666666666666,208,AV,2,135,18,178,-2.7666666666666666,"0,0,0,0"
6.916666666666667,201,AV,3,133,77,1353,-6.916666666666667,"0,0,0,0"
1.35,93,AV,0,41,51,1790,-1.35,"0,0,0,0"
4.033333333333333,143,AV,1,101,75,63,-4.033333333333333,"0,0,0,0"
2.8333333333333335,99,AV,1,7,34,395,-2.8333333333333335,"0,0,0,0"
5.45,23,AV,0,23,5,1235,-5.45,"0,0,0,0"
1.7666666666666666,2,AV,0,2,2,1548,-1.7666666666666666,"0,0,0,0"
2.2666666666666666,147,AV,1,103,5,772,-2.2666666666666666,"0,0,0,0"
4.0,203,AV,3,134,15,1440,-4.0,"0,0,0,0"
5.866666666666666,185,AV,3,35,15,1749,-5.866666666666666,"0,0,0,0"
3.2,33,AV,2,32,25,1187,-3.2,"0,0,0,0"
3.033333333333333,26,AV,2,25,21,958,-3.033333333333333,"0,0,0,0"
2.433333333333333,179,AV,1,122,87,1060,-2.433333333333333,"0,0,0,0"
5.333333333333333,70,AV,1,57,41,598,-5.333333333333333,"0,0,0,0"
3.5,169,AV,1,116,15,399,-3.5,"0,0,0,0"
2.8,88,AV,0,71,12,593,-2.8,"0,0,0,0"
1.6666666666666667,46,AV,1,40,18,234,-1.6666666666666667,"0,0,0,0"
3.5833333333333335,117,AV,2,90,61,143,-3.5833333333333335,"0,0,0,0"
7.716666666666667,24,AV,1,24,20,1283,-7.716666666666667,"0,0,0,0"
3.6,85,AV,1,68,46,1436,-3.6,"0,0,0,0"
2.183333333333333,128,AV,2,25,29,1444,-2.183333333333333,"0,0,0,0"
5.3,101,AV,0,80,53,76,-5.3,"0,0,0,0"
3.05,56,AV,1,47,12,208,-3.05,"0,0,0,0"
1.8166666666666667,156,AV,1,108,63,162,-1.8166666666666667,"0,0,0,0"
1.6166666666666667,196,AV,2,130,18,1054,-1.6166666666666667,"0,0,0,0"
6.45,108,AV,0,35,20,1129,-6.45,"0,0,0,0"
3.15,220,AV,0,117,15,292,-3.15,"0,0,0,0"
1.6,0,Human,3,0,0,70,-1.6,"-2.01575988146624,-2.478999945781049,-2.577481418370084,-1.7972883498818912"
1.1333333333333333,1,Human,0,1,1,569,-1.1333333333333333,"-0.9968243831913028,-1.2678213854180984,-1.1300190284682934,-1.5543249963484314"
1.9833333333333334,3,Human,3,3,3,850,-1.9833333333333334,"-1.6325706630830548,-2.8311430435961285,-2.689214752279602,-1.839421861927793"
3.6166666666666667,4,Human,1,4,4,1175,-3.6166666666666667,"-2.5159404595239314,-2.9967247004109066,-2.8322511258349277,-3.3075255967694495"
1.45,5,Human,0,5,5,154,-1.45,"-1.4480102769421412,-1.5699195970328579,-1.6788911116008678,-1.6462601362341915"
5.866666666666666,6,Human,0,6,6,637,-5.866666666666666,"-5.838785317621506,-5.870820107586561,-5.980314271621738,-6.0063259558798325"
5.466666666666667,7,Human,2,7,7,1679,-5.466666666666667,"-4.82866598671715,-4.453578146017226,-5.260987600090001,-4.675830136494351"
4.833333333333333,8,Human,2,8,8,271,-4.833333333333333,"-4.350222038392717,-4.420804227810635,-4.475846920476124,-4.662074724906723"
3.75,9,Human,3,9,9,131,-3.75,"-3.1997659191660097,-3.280587526754325,-4.10445210458284,-3.398496632612419"
