travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
1.75,0,Human,0,0,0,70,-1.75,"-1.5384150751733376,-1.983495961379512,-1.9721714315675871,-1.3283359708174125"
1.1666666666666667,1,Human,0,1,1,569,-1.1666666666666667,"-0.6410165102758166,-0.8202882448875878,-0.626370677860777,-1.15532225849303"
2.566666666666667,2,Human,0,2,2,1548,-2.566666666666667,"-1.5661801254315715,-2.574181739422517,-1.7794512932872288,-3.0472335500748353"
1.8,3,Human,0,3,3,850,-1.8,"-1.3108354990664373,-2.4360866736903546,-2.40289339637943,-1.2182419980231114"
3.8666666666666667,4,Human,2,4,4,1175,-3.8666666666666667,"-1.331294043895456,-1.8893372611823709,-2.2444349950203266,-2.249561350818225"
1.55,5,Human,0,5,5,154,-1.55,"-1.1685378687111996,-1.1523395679366055,-1.3265896279318063,-1.2472619717433409"
5.633333333333334,6,Human,0,6,6,637,-5.633333333333334,"-4.775523047231851,-4.568200498341884,-4.6225652247940205,-4.756329644888913"
5.483333333333333,7,Human,2,7,7,1679,-5.483333333333333,"-3.6771475040700214,-3.782248983106561,-4.5642600913655595,-3.6794993159250726"
4.2,8,Human,0,8,8,271,-4.2,"-3.5279068056308196,-3.812508257442645,-3.368442740667181,-3.6969768180850457"
3.6166666666666667,9,Human,3,9,9,131,-3.6166666666666667,"-2.451390880093044,-2.4356445815736363,-4.10445210458284,-2.735917119721184"
3.65,10,Human,0,10,10,360,-3.65,"-2.296071680273852,-1.9936320086663355,-2.0035718089204906,-1.982958927338772"
2.8833333333333333,11,Human,0,11,11,1541,-2.8833333333333333,"-2.133855988438541,-3.0053902136394126,-2.619141495211859,-1.9916247074369315"
3.5166666666666666,12,Human,0,12,12,1197,-3.5166666666666666,"-2.7035034460148353,-2.7499707010233907,-6.477291190054137,-3.647989908706464"
3.2333333333333334,13,Human,2,13,13,1317,-3.2333333333333334,"-1.856809347209006,-2.035043088509702,-2.4152513993358324,-1.962808867247403"
2.1666666666666665,14,Human,1,14,5,1526,-2.1666666666666665,"-1.628621455781737,-1.8535894415361538,-2.025405713041156,-1.7679423101133902"
2.2666666666666666,15,Human,0,15,5,852,-2.2666666666666666,"-1.6808506786443882,-1.5761173439858305,-1.7497074567768072,-1.6485315508492815"
3.65,16,Human,3,16,14,595,-3.65,"-2.487204428207568,-2.199609390192362,-2.245037755923104,-2.7382349311214766"
2.933333333333333,17,Human,3,17,15,1745,-2.933333333333333,"-2.141978519269479,-2.9253631186095745,-2.8921698412986503,-2.2736948602335105"
5.85,18,Human,2,18,16,257,-5.85,"-4.965341327315664,-4.528847608157733,-4.736507945150702,-4.8164426461729395"
5.633333333333334,19,Human,1,19,17,476,-5.633333333333334,"-4.344090940912002,-4.665022576345153,-4.255385048187742,-4.334238994373848"
2.4,20,Human,2,20,18,810,-2.4,"-1.816906762705082,-1.895889470896272,-1.9069707883153262,-1.954583748546215"
4.333333333333333,21,Human,1,21,15,1026,-4.333333333333333,"-2.8455075801005796,-3.0320570242485485,-3.252650437243437,-4.925599616915307"
5.483333333333333,22,Human,3,22,19,1539,-5.483333333333333,"-4.30902965937995,-4.275836382069027,-5.11042154802886,-4.661249337748059"
7.35,23,Human,3,23,5,1235,-7.35,"-4.784956636134262,-5.271609223735177,-5.126972794649504,-5.6963470028376815"
6.483333333333333,24,Human,3,24,20,1283,-6.483333333333333,"-5.13707102711495,-5.103877749804026,-5.145834532517111,-5.499736853704766"
3.533333333333333,25,Human,1,14,18,1571,-3.533333333333333,"-2.893463346461694,-2.994882721987283,-3.4759363356573725,-3.439921929895067"
2.4833333333333334,26,Human,2,25,21,958,-2.4833333333333334,"-1.780484720886195,-1.958718462186891,-1.9725255256890377,-1.897251427568868"
1.2666666666666666,27,Human,0,26,2,853,-1.2666666666666666,"-0.9716708684913851,-1.1331960285914222,-1.2086061926570484,-0.9068254803721344"
2.8333333333333335,28,Human,0,27,22,1518,-2.8333333333333335,"-2.007598230076768,-2.044081621129373,-1.8462568468712175,-2.483857531493519"
1.6666666666666667,29,Human,1,28,23,1411,-1.6666666666666667,"-1.240964722822174,-0.9033933285337172,-1.6664266858651309,-1.8971322294216464"
2.1,30,Human,3,29,24,15,-2.1,"-1.954237000775832,-1.6803674529567043,-2.1518360403916783,-1.7652154886432614"
1.45,31,Human,0,30,12,1230,-1.45,"-1.1677144839217188,-1.2768950056624522,-1.4135817898073555,-1.468645384719763"
3.05,32,Human,2,31,22,587,-3.05,"-1.1374153981246926,-1.3803325649914393,-2.0490879807646603,-1.820108475355585"
2.783333333333333,33,Human,0,32,25,1187,-2.783333333333333,"-2.066149849428612,-2.3103645777965616,-2.0666058792127355,-1.996537203794404"
6.766666666666667,34,Human,3,33,5,1615,-6.766666666666667,"-5.1601542179413435,-4.884214367559147,-4.976136939323633,-5.407918650274819"
3.3,35,Human,2,34,26,357,-3.3,"-2.697563215350935,-2.124996794974289,-1.9699285502537949,-2.1624159527021747"
3.55,36,Human,1,18,12,1627,-3.55,"-2.624982548815063,-3.009792487189261,-6.602061098017322,-3.772759816669649"
2.0833333333333335,37,Human,2,35,27,1708,-2.0833333333333335,"-1.540882414880999,-1.4701697381616432,-1.6464559185805354,-1.2620508822679537"
2.75,38,Human,3,27,3,1644,-2.75,"-2.092265862428485,-3.339808162285794,-2.209032569111158,-2.2601553825273806"
3.316666666666667,39,Human,1,36,28,1309,-3.316666666666667,"-2.3845124947027045,-2.5702870665904953,-2.4720275007051056,-2.477709773614269"
4.133333333333334,40,Human,1,37,27,1318,-4.133333333333334,"-2.374393400268674,-2.7255251243766043,-2.558787157771676,-2.3747249799847943"
