travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
8.516666666666667,149,AV,3,104,78,954,-8.516666666666667,"0,0,0,0"
3.933333333333333,122,AV,2,78,63,1721,-3.933333333333333,"0,0,0,0"
2.816666666666667,129,AV,2,94,9,145,-2.816666666666667,"0,0,0,0"
1.6833333333333333,221,AV,2,144,18,443,-1.6833333333333333,"0,0,0,0"
3.8333333333333335,137,AV,2,99,18,394,-3.8333333333333335,"0,0,0,0"
3.5833333333333335,40,AV,1,37,27,1318,-3.5833333333333335,"0,0,0,0"
2.2333333333333334,14,AV,0,14,5,1526,-2.2333333333333334,"0,0,0,0"
3.3333333333333335,134,AV,1,96,68,586,-3.3333333333333335,"0,0,0,0"
6.666666666666667,21,AV,3,21,15,1026,-6.666666666666667,"0,0,0,0"
1.1666666666666667,50,AV,1,13,32,731,-1.1666666666666667,"0,0,0,0"
5.966666666666667,18,AV,3,18,16,257,-5.966666666666667,"0,0,0,0"
4.516666666666667,162,AV,1,111,48,1358,-4.516666666666667,"0,0,0,0"
4.866666666666666,19,AV,3,19,17,476,-4.866666666666666,"0,0,0,0"
4.4,184,AV,3,125,52,980,-4.4,"0,0,0,0"
4.05,66,AV,1,53,12,1737,-4.05,"0,0,0,0"
2.3833333333333333,110,AV,1,87,34,487,-2.3833333333333333,"0,0,0,0"
6.816666666666666,34,AV,3,33,5,1615,-6.816666666666666,"0,0,0,0"
4.3,159,AV,0,110,80,769,-4.3,"0,0,0,0"
6.35,71,AV,3,58,42,1258,-6.35,"0,0,0,0"
3.0833333333333335,165,AV,3,114,83,986,-3.0833333333333335,"0,0,0,0"
3.4,170,AV,0,100,85,162,-3.4,"0,0,0,0"
3.2,10,AV,3,10,10,360,-3.2,"0,0,0,0"
3.7666666666666666,178,AV,0,91,7,1331,-3.7666666666666666,"0,0,0,0"
4.316666666666666,25,AV,3,14,18,1571,-4.316666666666666,"0,0,0,0"
2.0,119,AV,0,1,62,798,-2.0,"0,0,0,0"
3.8833333333333333,192,AV,0,84,3,1383,-3.8833333333333333,"0,0,0,0"
4.183333333333334,171,AV,0,117,44,763,-4.183333333333334,"0,0,0,0"
1.1833333333333333,164,AV,1,113,77,326,-1.1833333333333333,"0,0,0,0"
3.4166666666666665,151,AV,3,106,3,1054,-3.4166666666666665,"0,0,0,0"
4.266666666666667,91,AV,2,73,49,1440,-4.266666666666667,"0,0,0,0"
3.716666666666667,77,AV,1,62,5,175,-3.716666666666667,"0,0,0,0"
4.333333333333333,61,AV,1,36,34,1461,-4.333333333333333,"0,0,0,0"
3.566666666666667,202,AV,0,100,44,1192,-3.566666666666667,"0,0,0,0"
1.6333333333333333,215,AV,1,141,18,462,-1.6333333333333333,"0,0,0,0"
2.816666666666667,94,AV,1,27,18,1027,-2.816666666666667,"0,0,0,0"
3.9166666666666665,73,AV,1,49,5,1391,-3.9166666666666665,"0,0,0,0"
5.95,81,AV,3,66,45,486,-5.95,"0,0,0,0"
2.65,120,AV,0,48,12,688,-2.65,"0,0,0,0"
4.516666666666667,41,AV,2,18,2,466,-4.516666666666667,"0,0,0,0"
2.1333333333333333,208,AV,0,135,18,178,-2.1333333333333333,"0,0,0,0"
5.283333333333333,201,AV,0,133,77,1353,-5.283333333333333,"0,0,0,0"
1.4333333333333333,93,AV,0,41,51,1790,-1.4333333333333333,"0,0,0,0"
3.216666666666667,143,AV,0,101,75,63,-3.216666666666667,"0,0,0,0"
2.85,99,AV,0,7,34,395,-2.85,"0,0,0,0"
6.2,23,AV,0,23,5,1235,-6.2,"0,0,0,0"
4.15,2,AV,3,2,2,1548,-4.15,"0,0,0,0"
2.6333333333333333,147,AV,1,103,5,772,-2.6333333333333333,"0,0,0,0"
4.716666666666667,203,AV,0,134,15,1440,-4.716666666666667,"0,0,0,0"
6.533333333333333,185,AV,3,35,15,1749,-6.533333333333333,"0,0,0,0"
2.466666666666667,33,AV,0,32,25,1187,-2.466666666666667,"0,0,0,0"
2.6166666666666667,26,AV,3,25,21,958,-2.6166666666666667,"0,0,0,0"
3.3333333333333335,179,AV,2,122,87,1060,-3.3333333333333335,"0,0,0,0"
4.616666666666666,70,AV,1,57,41,598,-4.616666666666666,"0,0,0,0"
3.9833333333333334,169,AV,3,116,15,399,-3.9833333333333334,"0,0,0,0"
2.6666666666666665,88,AV,1,71,12,593,-2.6666666666666665,"0,0,0,0"
1.0833333333333333,46,AV,0,40,18,234,-1.0833333333333333,"0,0,0,0"
1.1666666666666667,117,AV,0,90,61,143,-1.1666666666666667,"0,0,0,0"
