travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
7.85,149,AV,3,104,78,954,-7.85,"0,0,0,0"
4.216666666666667,122,AV,1,78,63,1721,-4.216666666666667,"0,0,0,0"
3.033333333333333,129,AV,3,94,9,145,-3.033333333333333,"0,0,0,0"
0.9333333333333333,221,AV,0,144,18,443,-0.9333333333333333,"0,0,0,0"
4.766666666666667,137,AV,2,99,18,394,-4.766666666666667,"0,0,0,0"
3.2333333333333334,40,AV,3,37,27,1318,-3.2333333333333334,"0,0,0,0"
2.3666666666666667,14,AV,0,14,5,1526,-2.3666666666666667,"0,0,0,0"
2.3833333333333333,134,AV,1,96,68,586,-2.3833333333333333,"0,0,0,0"
5.116666666666666,21,AV,2,21,15,1026,-5.116666666666666,"0,0,0,0"
1.0333333333333334,50,AV,2,13,32,731,-1.0333333333333334,"0,0,0,0"
6.033333333333333,18,AV,3,18,16,257,-6.033333333333333,"0,0,0,0"
5.466666666666667,162,AV,3,111,48,1358,-5.466666666666667,"0,0,0,0"
5.833333333333333,19,AV,2,19,17,476,-5.833333333333333,"0,0,0,0"
4.016666666666667,184,AV,3,125,52,980,-4.016666666666667,"0,0,0,0"
4.0,66,AV,1,53,12,1737,-4.0,"0,0,0,0"
2.45,110,AV,2,87,34,487,-2.45,"0,0,0,0"
6.133333333333334,34,AV,3,33,5,1615,-6.133333333333334,"0,0,0,0"
4.75,159,AV,0,110,80,769,-4.75,"0,0,0,0"
5.333333333333333,71,AV,3,58,42,1258,-5.333333333333333,"0,0,0,0"
0.7833333333333333,165,AV,0,114,83,986,-0.7833333333333333,"0,0,0,0"
2.4,170,AV,1,100,85,162,-2.4,"0,0,0,0"
3.5166666666666666,10,AV,0,10,10,360,-3.5166666666666666,"0,0,0,0"
4.816666666666666,178,AV,2,91,7,1331,-4.816666666666666,"0,0,0,0"
4.383333333333334,25,AV,2,14,18,1571,-4.383333333333334,"0,0,0,0"
2.183333333333333,119,AV,3,1,62,798,-2.183333333333333,"0,0,0,0"
4.45,192,AV,0,84,3,1383,-4.45,"0,0,0,0"
4.916666666666667,171,AV,3,117,44,763,-4.916666666666667,"0,0,0,0"
1.2666666666666666,164,AV,1,113,77,326,-1.2666666666666666,"0,0,0,0"
3.816666666666667,151,AV,3,106,3,1054,-3.816666666666667,"0,0,0,0"
4.283333333333333,91,AV,2,73,49,1440,-4.283333333333333,"0,0,0,0"
3.2666666666666666,77,AV,3,62,5,175,-3.2666666666666666,"0,0,0,0"
4.816666666666666,61,AV,2,36,34,1461,-4.816666666666666,"0,0,0,0"
4.0,202,AV,0,100,44,1192,-4.0,"0,0,0,0"
1.6833333333333333,215,AV,1,141,18,462,-1.6833333333333333,"0,0,0,0"
2.8833333333333333,94,AV,1,27,18,1027,-2.8833333333333333,"0,0,0,0"
