travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
6.75,149,AV,0,104,78,954,-6.75,"0,0,0,0"
4.55,122,AV,0,78,63,1721,-4.55,"0,0,0,0"
2.95,129,AV,2,94,9,145,-2.95,"0,0,0,0"
1.8333333333333333,221,AV,2,144,18,443,-1.8333333333333333,"0,0,0,0"
3.816666666666667,137,AV,0,99,18,394,-3.816666666666667,"0,0,0,0"
3.2,40,AV,3,37,27,1318,-3.2,"0,0,0,0"
2.7333333333333334,14,AV,0,14,5,1526,-2.7333333333333334,"0,0,0,0"
2.566666666666667,134,AV,0,96,68,586,-2.566666666666667,"0,0,0,0"
6.666666666666667,21,AV,3,21,15,1026,-6.666666666666667,"0,0,0,0"
1.1666666666666667,50,AV,1,13,32,731,-1.1666666666666667,"0,0,0,0"
5.45,18,AV,2,18,16,257,-5.45,"0,0,0,0"
4.45,162,AV,0,111,48,1358,-4.45,"0,0,0,0"
6.266666666666667,19,AV,0,19,17,476,-6.266666666666667,"0,0,0,0"
3.9833333333333334,184,AV,2,125,52,980,-3.9833333333333334,"0,0,0,0"
3.3666666666666667,66,AV,0,53,12,1737,-3.3666666666666667,"0,0,0,0"
3.8333333333333335,110,AV,3,87,34,487,-3.8333333333333335,"0,0,0,0"
6.166666666666667,34,AV,0,33,5,1615,-6.166666666666667,"0,0,0,0"
4.083333333333333,159,AV,1,110,80,769,-4.083333333333333,"0,0,0,0"
5.016666666666667,71,AV,1,58,42,1258,-5.016666666666667,"0,0,0,0"
2.75,165,AV,1,114,83,986,-2.75,"0,0,0,0"
2.933333333333333,170,AV,3,100,85,162,-2.933333333333333,"0,0,0,0"
3.35,10,AV,1,10,10,360,-3.35,"0,0,0,0"
4.883333333333334,178,AV,0,91,7,1331,-4.883333333333334,"0,0,0,0"
4.216666666666667,25,AV,0,14,18,1571,-4.216666666666667,"0,0,0,0"
2.533333333333333,119,AV,2,1,62,798,-2.533333333333333,"0,0,0,0"
4.183333333333334,192,AV,2,84,3,1383,-4.183333333333334,"0,0,0,0"
3.7333333333333334,171,AV,0,117,44,763,-3.7333333333333334,"0,0,0,0"
1.3333333333333333,164,AV,2,113,77,326,-1.3333333333333333,"0,0,0,0"
3.7,151,AV,1,106,3,1054,-3.7,"0,0,0,0"
3.0833333333333335,91,AV,3,73,49,1440,-3.0833333333333335,"0,0,0,0"
3.9833333333333334,77,AV,1,62,5,175,-3.9833333333333334,"0,0,0,0"
4.05,61,AV,0,36,34,1461,-4.05,"0,0,0,0"
3.4,202,AV,3,100,44,1192,-3.4,"0,0,0,0"
1.1833333333333333,215,AV,0,141,18,462,-1.1833333333333333,"0,0,0,0"
3.466666666666667,94,AV,3,27,18,1027,-3.466666666666667,"0,0,0,0"
3.816666666666667,73,AV,2,49,5,1391,-3.816666666666667,"0,0,0,0"
5.816666666666666,81,AV,3,66,45,486,-5.816666666666666,"0,0,0,0"
4.933333333333334,120,AV,3,48,12,688,-4.933333333333334,"0,0,0,0"
4.1,41,AV,2,18,2,466,-4.1,"0,0,0,0"
2.6,208,AV,2,135,18,178,-2.6,"0,0,0,0"
6.983333333333333,201,AV,3,133,77,1353,-6.983333333333333,"0,0,0,0"
1.3333333333333333,93,AV,0,41,51,1790,-1.3333333333333333,"0,0,0,0"
3.6,143,AV,1,101,75,63,-3.6,"0,0,0,0"
3.2666666666666666,99,AV,1,7,34,395,-3.2666666666666666,"0,0,0,0"
7.716666666666667,23,AV,0,23,5,1235,-7.716666666666667,"0,0,0,0"
1.8833333333333333,2,AV,0,2,2,1548,-1.8833333333333333,"0,0,0,0"
2.3666666666666667,147,AV,1,103,5,772,-2.3666666666666667,"0,0,0,0"
4.316666666666666,203,AV,3,134,15,1440,-4.316666666666666,"0,0,0,0"
6.75,185,AV,3,35,15,1749,-6.75,"0,0,0,0"
2.8333333333333335,33,AV,2,32,25,1187,-2.8333333333333335,"0,0,0,0"
3.15,26,AV,2,25,21,958,-3.15,"0,0,0,0"
2.6333333333333333,179,AV,1,122,87,1060,-2.6333333333333333,"0,0,0,0"
4.866666666666666,70,AV,1,57,41,598,-4.866666666666666,"0,0,0,0"
3.3333333333333335,169,AV,1,116,15,399,-3.3333333333333335,"0,0,0,0"
2.6333333333333333,88,AV,0,71,12,593,-2.6333333333333333,"0,0,0,0"
1.5166666666666666,46,AV,1,40,18,234,-1.5166666666666666,"0,0,0,0"
4.65,117,AV,2,90,61,143,-4.65,"0,0,0,0"
7.333333333333333,24,AV,1,24,20,1283,-7.333333333333333,"0,0,0,0"
3.8666666666666667,85,AV,1,68,46,1436,-3.8666666666666667,"0,0,0,0"
2.3666666666666667,128,AV,2,25,29,1444,-2.3666666666666667,"0,0,0,0"
4.65,101,AV,0,80,53,76,-4.65,"0,0,0,0"
2.6166666666666667,56,AV,1,47,12,208,-2.6166666666666667,"0,0,0,0"
1.7333333333333334,156,AV,1,108,63,162,-1.7333333333333334,"0,0,0,0"
1.55,196,AV,2,130,18,1054,-1.55,"0,0,0,0"
8.55,108,AV,0,35,20,1129,-8.55,"0,0,0,0"
3.1166666666666667,220,AV,0,117,15,292,-3.1166666666666667,"0,0,0,0"
1.85,0,Human,3,0,0,70,-1.85,"-2.01575988146624,-2.478999945781049,-2.577481418370084,-1.8078306799055133"
1.2666666666666666,1,Human,2,1,1,569,-1.2666666666666666,"-0.9968243831913028,-1.2678213854180984,-1.1573485561079682,-1.5543249963484314"
1.7833333333333334,3,Human,0,3,3,850,-1.7833333333333334,"-1.6627231971331107,-2.8311430435961285,-2.689214752279602,-1.839421861927793"
3.466666666666667,4,Human,2,4,4,1175,-3.466666666666667,"-2.5159404595239314,-2.9967247004109066,-2.9591342340012754,-3.3075255967694495"
1.3833333333333333,5,Human,0,5,5,154,-1.3833333333333333,"-1.4350748882203797,-1.5699195970328579,-1.6788911116008678,-1.6462601362341915"
5.75,6,Human,0,6,6,637,-5.75,"-5.821028254097205,-5.870820107586561,-5.980314271621738,-6.0063259558798325"
4.716666666666667,7,Human,0,7,7,1679,-4.716666666666667,"-4.806266122707053,-4.453578146017226,-5.260987600090001,-4.675830136494351"
4.2,8,Human,0,8,8,271,-4.2,"-4.3201776307141735,-4.420804227810635,-4.475846920476124,-4.662074724906723"
3.4833333333333334,9,Human,3,9,9,131,-3.4833333333333334,"-3.1997659191660097,-3.280587526754325,-4.10445210458284,-3.4154639727566023"
3.2,11,Human,3,11,11,1541,-3.2,"-2.715888596958208,-3.716093122716713,-3.5600345291633215,-2.806354637009611"
3.2,12,Human,1,12,12,1197,-3.2,"-3.568645744659808,-3.4454507107579277,-6.477291190054137,-4.625740799961282"
2.6666666666666665,13,Human,0,13,13,1317,-2.6666666666666665,"-2.6542008082227784,-3.2090549954486676,-2.9710203065012912,-2.7266914733640037"
2.283333333333333,15,Human,3,15,5,852,-2.283333333333333,"-2.036296386969221,-2.128770857350791,-2.2684321394366243,-2.296908579114134"
3.4166666666666665,16,Human,2,16,14,595,-3.4166666666666665,"-3.486943264615283,-3.2443509373159207,-3.379517126926106,-3.3771010277873574"
3.683333333333333,17,Human,0,17,15,1745,-3.683333333333333,"-3.3444486912946063,-3.3642323959101277,-3.5372461003292615,-3.0045641465724873"
2.45,20,Human,0,20,18,810,-2.45,"-2.196890228969156,-2.4726530618232907,-2.0613988545818334,-2.4819205355122325"
5.6,22,Human,1,22,19,1539,-5.6,"-5.677583593893274,-5.654004940292974,-5.518337238423088,-5.555543370449037"
1.3333333333333333,27,Human,3,26,2,853,-1.3333333333333333,"-1.284505883853178,-1.5245304266443798,-1.6864241035314498,-1.3069068203146716"
3.183333333333333,28,Human,3,27,22,1518,-3.183333333333333,"-2.5276899637585784,-2.5354117324893384,-2.742520939806533,-2.8565080448997455"
1.5666666666666667,29,Human,1,28,23,1411,-1.5666666666666667,"-1.8002191504679628,-1.4473767918459037,-2.36001239237821,-1.8971322294216464"
3.3333333333333335,30,Human,2,29,24,15,-3.3333333333333335,"-2.574444380414225,-2.3498583875261305,-2.627073386013873,-2.519279647395136"
1.8666666666666667,31,Human,3,30,12,1230,-1.8666666666666667,"-1.391817209107733,-1.667916955455473,-1.804106518040593,-1.8218323863316388"
2.216666666666667,32,Human,1,31,22,587,-2.216666666666667,"-1.5951729020761434,-2.0603747481260513,-2.2911330461515065,-2.24149553938206"
3.966666666666667,35,Human,3,34,26,357,-3.966666666666667,"-3.201107124491265,-2.955069194524059,-2.7071195391599354,-3.0229006341718256"
3.783333333333333,36,Human,0,18,12,1627,-3.783333333333333,"-3.5873688818380565,-3.685871020076061,-6.602061098017322,-4.817026616047716"
1.8833333333333333,37,Human,2,35,27,1708,-1.8833333333333333,"-1.9535187704685908,-1.9259015525380139,-1.9996266736537096,-1.8464774825480008"
2.8,38,Human,2,27,3,1644,-2.8,"-2.877314860608357,-3.622781779090327,-2.963145621630129,-2.8952477157465726"
3.6166666666666667,39,Human,1,36,28,1309,-3.6166666666666667,"-3.234013261395744,-3.3479581327843,-3.435721043811507,-3.5034670540488055"
2.5833333333333335,42,Human,2,38,29,1605,-2.5833333333333335,"-2.2292102205646462,-2.7449649395827453,-2.409605315221046,-2.362340061756239"
3.8666666666666667,43,Human,1,24,12,807,-3.8666666666666667,"-3.6698788279897343,-3.9996389153421577,-4.6837205902225545,-5.369177354455103"
6.983333333333333,44,Human,1,35,15,800,-6.983333333333333,"-5.587963902124203,-5.875393758855648,-5.33234710667334,-5.749756341948156"
1.85,45,Human,1,39,29,1219,-1.85,"-1.5882441129525806,-1.7712295671531106,-1.6187533271086525,-1.913155265103306"
1.15,47,Human,2,41,30,1734,-1.15,"-0.9414657068506086,-1.1041242618631326,-1.0373343487005977,-1.7401669527903891"
2.5166666666666666,48,Human,0,17,12,981,-2.5166666666666666,"-2.2070768478014564,-2.409801385106663,-2.578899549913558,-2.4916600306656864"
5.933333333333334,49,Human,0,42,31,1027,-5.933333333333334,"-5.6443701577854934,-5.948829021710963,-6.571272339708642,-5.945690492511107"
1.85,51,Human,1,43,9,1262,-1.85,"-1.3993217011604644,-1.663412340936375,-1.5337377391688325,-1.2090120483649462"
2.283333333333333,52,Human,1,44,33,1236,-2.283333333333333,"-1.9881123303085384,-1.9789130810701336,-2.209737985581124,-1.9648298563589588"
1.9166666666666667,53,Human,0,18,9,13,-1.9166666666666667,"-1.8584860189574635,-1.8774779095638259,-2.343016534613846,-2.931080272108844"
3.6333333333333333,54,Human,3,45,5,385,-3.6333333333333333,"-3.1956811912358907,-2.979678030397991,-2.856117935967304,-3.301130677198396"
1.55,55,Human,1,46,29,188,-1.55,"-1.2950293980750816,-1.469424611772053,-5.283043051633901,-4.74472534874281"
3.3333333333333335,57,Human,1,48,34,1156,-3.3333333333333335,"-3.0819341947015344,-3.3349111009852166,-3.142592231013433,-3.341506071242602"
3.05,58,Human,0,0,35,445,-3.05,"-2.9903584732150605,-2.8329834961828704,-3.0098720893685056,-3.18517127445984"
3.9,59,Human,3,49,5,574,-3.9,"-3.1160710400818643,-3.3646267578305613,-3.477871960392005,-3.598691954657119"
2.966666666666667,60,Human,1,13,36,1415,-2.966666666666667,"-2.942606682482632,-2.886646190331499,-4.9314813703469795,-3.542246599482116"
5.25,62,Human,3,36,37,1184,-5.25,"-4.645449780200057,-4.705513608335591,-4.926297629122053,-5.132466440840643"
1.7,63,Human,0,50,38,1553,-1.7,"-1.4685585227745157,-1.399265840356359,-1.4779718019688797,-2.406735048230956"
3.033333333333333,64,Human,0,51,11,1356,-3.033333333333333,"-3.227057238385262,-3.2093459538281204,-3.159553719233333,-3.4994443465227274"
3.9833333333333334,65,Human,3,52,23,1693,-3.9833333333333334,"-4.766401540661596,-3.658457365348387,-4.391554455678726,-3.9294912798497985"
3.6666666666666665,67,Human,1,54,39,1388,-3.6666666666666665,"-3.86401314674991,-3.585612267624321,-3.7470676772941003,-4.223246190160005"
5.916666666666667,68,Human,2,55,40,589,-5.916666666666667,"-5.721894734698678,-5.4838636942351915,-5.030201598935881,-8.29944041118993"
3.216666666666667,69,Human,0,56,34,124,-3.216666666666667,"-3.2442131714771065,-3.4187148574537733,-3.9208013125397674,-2.943723404545704"
