travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
2.0833333333333335,0,Human,3,0,0,70,-2.0833333333333335,"-1.5384150751733376,-1.983495961379512,-1.9721714315675871,-1.5201350213231442"
1.2666666666666666,1,Human,2,1,1,569,-1.2666666666666666,"-0.7228132082206533,-0.8202882448875878,-0.754429875621955,-1.15532225849303"
2.8666666666666667,2,Human,2,2,2,1548,-2.8666666666666667,"-1.5661801254315715,-2.7060120582046805,-1.9968943679631166,-3.0472335500748353"
1.75,3,Human,0,3,3,850,-1.75,"-1.39866839925315,-2.4360866736903546,-2.5456480504368773,-1.2182419980231114"
3.1666666666666665,4,Human,1,4,4,1175,-3.1666666666666665,"-1.6350352351163648,-2.14480314227923,-2.2444349950203266,-2.249561350818225"
1.4,5,Human,0,5,5,154,-1.4,"-1.299864235975168,-1.1523395679366055,-1.3265896279318063,-1.2472619717433409"
5.9,6,Human,1,6,6,637,-5.9,"-5.157085104452148,-4.834560398673508,-4.6225652247940205,-4.756329644888913"
4.683333333333334,7,Human,0,7,7,1679,-4.683333333333334,"-3.986041069271481,-3.782248983106561,-4.5642600913655595,-3.6794993159250726"
4.3,8,Human,0,8,8,271,-4.3,"-3.8645270222703916,-3.812508257442645,-3.368442740667181,-3.6969768180850457"
3.216666666666667,9,Human,1,9,9,131,-3.216666666666667,"-2.451390880093044,-2.7328125322071277,-4.10445210458284,-2.735917119721184"
3.4,10,Human,0,10,10,360,-3.4,"-2.5168573442190816,-1.9936320086663355,-2.0035718089204906,-2.219700475204351"
3.433333333333333,11,Human,2,11,11,1541,-3.433333333333333,"-2.133855988438541,-3.0053902136394126,-2.781979862836154,-2.0832997659495454"
4.15,12,Human,1,12,12,1197,-4.15,"-2.7035034460148353,-3.1659812486549703,-6.477291190054137,-3.647989908706464"
2.95,13,Human,0,13,13,1317,-2.95,"-2.2450246488804306,-2.035043088509702,-2.4152513993358324,-1.962808867247403"
2.1333333333333333,14,Human,0,14,5,1526,-2.1333333333333333,"-1.7295638312920563,-1.8535894415361538,-2.025405713041156,-1.9276871814240457"
2.3833333333333333,15,Human,2,15,5,852,-2.3833333333333333,"-1.6808506786443882,-1.5761173439858305,-2.0604794390038235,-1.6485315508492815"
3.75,16,Human,2,16,14,595,-3.75,"-2.487204428207568,-2.5496875121538896,-2.546030204738483,-2.7382349311214766"
3.1,17,Human,0,17,15,1745,-3.1,"-2.486866252332467,-2.9253631186095745,-2.8921698412986503,-2.2736948602335105"
6.016666666666667,18,Human,1,18,16,257,-6.016666666666667,"-4.965341327315664,-4.82641141985952,-4.736507945150702,-5.0564874502716854"
6.25,19,Human,3,19,17,476,-6.25,"-4.344090940912002,-4.985351394409456,-4.255385048187742,-4.717391195499079"
3.033333333333333,20,Human,1,20,18,810,-3.033333333333333,"-1.816906762705082,-2.297369261373614,-1.9069707883153262,-1.954583748546215"
3.6333333333333333,21,Human,1,21,15,1026,-3.6333333333333333,"-2.8455075801005796,-3.1523122860655057,-3.5587870164614164,-4.925599616915307"
6.45,22,Human,1,22,19,1539,-6.45,"-4.557223727503961,-4.710669105655222,-5.11042154802886,-4.661249337748059"
7.416666666666667,23,Human,1,23,5,1235,-7.416666666666667,"-4.984631975574077,-5.700620712321475,-5.126972794649504,-5.6963470028376815"
